month_billed,bill_authority,bill_library,item_type,bill_reason,number_of_bills,total_billed
2019-12,Dorset,Portland Tophill Library,Adult Non Fiction,OVERDUE,10,6.6
2019-12,Dorset,Portland Tophill Library,Child Fiction,LOST,16,80
2019-12,Dorset,Portland Tophill Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Portland Tophill Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Portland Tophill Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Portland Tophill Library,Large Print - Adult Fiction,OVERDUE,10,5.4
2019-12,Dorset,Portland Tophill Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Portland Tophill Library,Reading Group Set,OVERDUE,*,*
2019-12,Dorset,Portland Tophill Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Puddletown Library,Adult Fiction,OVERDUE,8,3.8
2019-12,Dorset,Puddletown Library,Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Puddletown Library,Child Fiction,LOST,*,*
2019-12,Dorset,Puddletown Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Shaftesbury Library,12 DVD Standard,CHARGE,9,25.0
2019-12,Dorset,Shaftesbury Library,12 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Shaftesbury Library,15 DVD Standard,CHARGE,9,22.5
2019-12,Dorset,Shaftesbury Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Shaftesbury Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Shaftesbury Library,Adult Fiction,OVERDUE,40,26.4
2019-12,Dorset,Shaftesbury Library,Adult Non Fiction,OVERDUE,23,15.6
2019-12,Dorset,Shaftesbury Library,Adult Spoken Word,CHARGE,10,22.0
2019-12,Dorset,Shaftesbury Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Shaftesbury Library,B.O.P.,LOST,*,*
2019-12,Dorset,Shaftesbury Library,Child Fiction,LOST,26,130
2019-12,Dorset,Shaftesbury Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Shaftesbury Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Shaftesbury Library,PG DVD Standard,OVERDUE,*,*
2019-12,Dorset,Shaftesbury Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Shaftesbury Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,12 DVD Standard,CHARGE,23,59.0
2019-12,Dorset,Sherborne Library,12 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,15 DVD Standard,CHARGE,18,46.0
2019-12,Dorset,Sherborne Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,18 DVD Standard,CHARGE,*,*
2019-12,Dorset,Sherborne Library,Adult Fiction,OVERDUE,76,49.2
2019-12,Dorset,Sherborne Library,Adult Non Fiction,LOST,8,72
2019-12,Dorset,Sherborne Library,Adult Non Fiction,OVERDUE,57,50.6
2019-12,Dorset,Sherborne Library,Adult Spoken Word,CHARGE,22,48.0
2019-12,Dorset,Sherborne Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,Boxed Set 15 DVD,CHARGE,*,*
2019-12,Dorset,Sherborne Library,Boxed Set 18 DVD,CHARGE,*,*
2019-12,Dorset,Sherborne Library,Child Fiction,LOST,30,148
2019-12,Dorset,Sherborne Library,Child Fiction,OVERDUE,8,14.8
2019-12,Dorset,Sherborne Library,Child Non Fiction,LOST,5,25
2019-12,Dorset,Sherborne Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,Child Spoken Word,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,Classification Exempt,CHARGE,*,*
2019-12,Dorset,Sherborne Library,Classification Exempt,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,Language Course,CHARGE,*,*
2019-12,Dorset,Sherborne Library,Language Course,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,Large Print - Adult Fiction,OVERDUE,8,4.6
2019-12,Dorset,Sherborne Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,Music CD,CHARGE,12,13.2
2019-12,Dorset,Sherborne Library,PG DVD Standard,CHARGE,8,21.0
2019-12,Dorset,Sherborne Library,PG DVD Standard,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,Reading Group Set,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,U DVD Standard,CHARGE,6,15.5
2019-12,Dorset,Sherborne Library,U DVD Standard,LOST,*,*
2019-12,Dorset,Sherborne Library,U DVD Standard,OVERDUE,*,*
2019-12,Dorset,Sherborne Library,YA / Teen Fiction,OVERDUE,8,6.0
2019-12,Dorset,Stalbridge Library,12 DVD Standard,CHARGE,*,*
2019-12,Dorset,Stalbridge Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Stalbridge Library,Adult Fiction,OVERDUE,5,14.4
2019-12,Dorset,Stalbridge Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Stalbridge Library,Child Fiction,LOST,*,*
2019-12,Dorset,Stalbridge Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Stalbridge Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Stalbridge Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Stalbridge Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Sturminster Library,12 DVD Standard,CHARGE,*,*
2019-12,Dorset,Sturminster Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Sturminster Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Sturminster Library,Adult Fiction,OVERDUE,40,24.2
2019-12,Dorset,Sturminster Library,Adult Graphic Novel,LOST,*,*
2019-12,Dorset,Sturminster Library,Adult Non Fiction,OVERDUE,10,13.0
2019-12,Dorset,Sturminster Library,Adult Spoken Word,CHARGE,23,50.6
2019-12,Dorset,Sturminster Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Sturminster Library,Child Fiction,LOST,12,60
2019-12,Dorset,Sturminster Library,Classification Exempt,CHARGE,*,*
2019-12,Dorset,Sturminster Library,Drama Set,HOLD,*,*
2019-12,Dorset,Sturminster Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Sturminster Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Sturminster Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Sturminster Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Swanage Library,12 DVD Standard,CHARGE,6,16.5
2019-12,Dorset,Swanage Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Swanage Library,Adult Fiction,DAMAGE,*,*
2019-12,Dorset,Swanage Library,Adult Fiction,OVERDUE,51,36.6
2019-12,Dorset,Swanage Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Swanage Library,Adult Non Fiction,OVERDUE,32,23.2
2019-12,Dorset,Swanage Library,Adult Spoken Word,CHARGE,14,30.8
2019-12,Dorset,Swanage Library,Boxed Set 15 DVD,CHARGE,*,*
2019-12,Dorset,Swanage Library,Child Fiction,LOST,13,65
2019-12,Dorset,Swanage Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Swanage Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Swanage Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Swanage Library,Music CD,CHARGE,*,*
2019-12,Dorset,Swanage Library,PG DVD Standard,CHARGE,5,13.0
2019-12,Dorset,Swanage Library,PG DVD Standard,OVERDUE,*,*
2019-12,Dorset,Swanage Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Swanage Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Swanage Library,YA / Teen Non Fiction,LOST,*,*
2019-12,Dorset,Swanage Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-12,Dorset,Upton Library,12 DVD Standard,CHARGE,*,*
2019-12,Dorset,Upton Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Upton Library,15 DVD Standard,LOST,*,*
2019-12,Dorset,Upton Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Upton Library,Adult Fiction,OVERDUE,24,23.8
2019-12,Dorset,Upton Library,Adult Non Fiction,OVERDUE,10,11.2
2019-12,Dorset,Upton Library,Adult Spoken Word,CHARGE,*,*
2019-12,Dorset,Upton Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Upton Library,Child Fiction,LOST,18,90
2019-12,Dorset,Upton Library,Child Fiction,OVERDUE,6,6.6
2019-12,Dorset,Upton Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Upton Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Upton Library,Child Spoken Word,LOST,*,*
2019-12,Dorset,Upton Library,Large Print - Adult Fiction,OVERDUE,9,3.4
2019-12,Dorset,Upton Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Upton Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Upton Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Verwood Library,12 DVD Standard,CHARGE,8,20.5
2019-12,Dorset,Verwood Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Verwood Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Verwood Library,Adult Fiction,OVERDUE,83,51.2
2019-12,Dorset,Verwood Library,Adult Non Fiction,OVERDUE,28,14.0
2019-12,Dorset,Verwood Library,Adult Spoken Word,CHARGE,15,32.8
2019-12,Dorset,Verwood Library,Boxed Set 18 DVD,CHARGE,*,*
2019-12,Dorset,Verwood Library,Child Fiction,LOST,48,240
2019-12,Dorset,Verwood Library,Child Fiction,OVERDUE,12,14.0
2019-12,Dorset,Verwood Library,Child Non Fiction,LOST,13,65
2019-12,Dorset,Verwood Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Verwood Library,Music CD,CHARGE,*,*
2019-12,Dorset,Verwood Library,PG DVD Standard,CHARGE,5,12.5
2019-12,Dorset,Verwood Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Verwood Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Verwood Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Wareham Library,12 DVD Standard,CHARGE,*,*
2019-12,Dorset,Wareham Library,Adult Fiction,LOST,6,54
2019-12,Dorset,Wareham Library,Adult Fiction,OVERDUE,36,37.4
2019-12,Dorset,Wareham Library,Adult Non Fiction,DAMAGE,*,*
2019-12,Dorset,Wareham Library,Adult Non Fiction,LOST,8,72
2019-12,Dorset,Wareham Library,Adult Non Fiction,OVERDUE,30,17.6
2019-12,Dorset,Wareham Library,Adult Spoken Word,CHARGE,7,15.4
2019-12,Dorset,Wareham Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Wareham Library,Child Fiction,LOST,38,190
2019-12,Dorset,Wareham Library,Child Fiction,OVERDUE,16,3.6
2019-12,Dorset,Wareham Library,Child Non Fiction,LOST,26,130
2019-12,Dorset,Wareham Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Wareham Library,Child Spoken Word,LOST,*,*
2019-12,Dorset,Wareham Library,Large Print - Adult Fiction,LOST,*,*
2019-12,Dorset,Wareham Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Wareham Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Wareham Library,Large Print - Children,OVERDUE,*,*
2019-12,Dorset,Wareham Library,Music Score,OVERDUE,*,*
2019-12,Dorset,Wareham Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Wareham Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Wareham Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,West Moors Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,West Moors Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,West Moors Library,Adult Fiction,OVERDUE,29,38.4
2019-12,Dorset,West Moors Library,Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,West Moors Library,Adult Spoken Word,CHARGE,*,*
2019-12,Dorset,West Moors Library,Child Fiction,LOST,5,25
2019-12,Dorset,West Moors Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,12 DVD Standard,CHARGE,10,25.5
2019-12,Dorset,Weymouth Library,15 DVD Standard,CHARGE,8,20.0
2019-12,Dorset,Weymouth Library,18 DVD Standard,CHARGE,*,*
2019-12,Dorset,Weymouth Library,18 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Weymouth Library,Adult Fiction,OVERDUE,117,131.4
2019-12,Dorset,Weymouth Library,Adult Non Fiction,LOST,11,99
2019-12,Dorset,Weymouth Library,Adult Non Fiction,OVERDUE,117,216.4
2019-12,Dorset,Weymouth Library,Adult Reference,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,Adult Spoken Word,CHARGE,18,39.6
2019-12,Dorset,Weymouth Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,B.O.P.,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,Child Fiction,LOST,91,454.99
2019-12,Dorset,Weymouth Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,Child Non Fiction,LOST,12,60
2019-12,Dorset,Weymouth Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,Classification Exempt,CHARGE,*,*
2019-12,Dorset,Weymouth Library,Drama Set,HOLD,*,*
2019-12,Dorset,Weymouth Library,Large Print - Adult Fiction,OVERDUE,12,19.6
2019-12,Dorset,Weymouth Library,Large Print - Children,LOST,*,*
2019-12,Dorset,Weymouth Library,Music CD,CHARGE,*,*
2019-12,Dorset,Weymouth Library,Music Score,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Weymouth Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Weymouth Library,U DVD Standard,LOST,*,*
2019-12,Dorset,Weymouth Library,YA / Teen Fiction,LOST,5,20
2019-12,Dorset,Weymouth Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Weymouth Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,12 DVD Standard,CHARGE,14,38.0
2019-12,Dorset,Wimborne Library,12 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,15 DVD Standard,CHARGE,11,28.5
2019-12,Dorset,Wimborne Library,18 DVD Standard,CHARGE,*,*
2019-12,Dorset,Wimborne Library,18 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,Adult Fiction,DAMAGE,*,*
2019-12,Dorset,Wimborne Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Wimborne Library,Adult Fiction,OVERDUE,113,111.2
2019-12,Dorset,Wimborne Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Wimborne Library,Adult Non Fiction,OVERDUE,44,41.6
2019-12,Dorset,Wimborne Library,Adult Spoken Word,CHARGE,22,48.4
2019-12,Dorset,Wimborne Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,B.O.P.,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,Boxed Set 15 DVD,CHARGE,*,*
2019-12,Dorset,Wimborne Library,Boxed Set 18 DVD,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,Child Fiction,LOST,29,145
2019-12,Dorset,Wimborne Library,Child Fiction,OVERDUE,13,28.8
2019-12,Dorset,Wimborne Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Wimborne Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,Classification Exempt,CHARGE,*,*
2019-12,Dorset,Wimborne Library,Classification Exempt,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,Language Course,CHARGE,*,*
2019-12,Dorset,Wimborne Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,PG DVD Standard,CHARGE,10,28.0
2019-12,Dorset,Wimborne Library,Reading Group Set,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Wimborne Library,U DVD Standard,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Wimborne Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Wimborne Library,YA / Teen Non Fiction,LOST,*,*
2019-12,Dorset,Wool Library,Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Wool Library,Adult Graphic Novel,OVERDUE,*,*
2019-12,Dorset,Wool Library,Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Wool Library,Adult Spoken Word,CHARGE,6,13.2
2019-12,Dorset,Wool Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Wool Library,Boxed Set 15 DVD,CHARGE,*,*
2019-12,Dorset,Wool Library,Boxed Set 18 DVD,CHARGE,*,*
2019-12,Dorset,Wool Library,Child Fiction,LOST,5,25
2019-12,Dorset,Wool Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Wool Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Wool Library,Music CD,CHARGE,*,*
2019-12,Dorset,Wool Library,Music CD,OVERDUE,*,*
2019-12,Dorset,Wyke Regis Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Wyke Regis Library,Adult Fiction,OVERDUE,43,26.0
2019-12,Dorset,Wyke Regis Library,Adult Non Fiction,LOST,7,63
2019-12,Dorset,Wyke Regis Library,Adult Non Fiction,OVERDUE,8,5.8
2019-12,Dorset,Wyke Regis Library,Adult Spoken Word,CHARGE,*,*
2019-12,Dorset,Wyke Regis Library,Child Fiction,LOST,20,100
2019-12,Dorset,Wyke Regis Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Wyke Regis Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Wyke Regis Library,Large Print - Adult Fiction,LOST,*,*
2019-12,Dorset,Wyke Regis Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Wyke Regis Library,YA / Teen Fiction,LOST,*,*
2019-12,North Somerset,Campus Library,12 DVD Standard,CHARGE,16,33
2019-12,North Somerset,Campus Library,12 DVD Standard,OVERDUE,*,*
2019-12,North Somerset,Campus Library,15 DVD Standard,CHARGE,9,19
2019-12,North Somerset,Campus Library,18 DVD Standard,CHARGE,*,*
2019-12,North Somerset,Campus Library,Adult Fiction,LOST,*,*
2019-12,North Somerset,Campus Library,Adult Fiction,OVERDUE,36,48.0
2019-12,North Somerset,Campus Library,Adult Non Fiction,LOST,*,*
2019-12,North Somerset,Campus Library,Adult Non Fiction,OVERDUE,51,73.0
2019-12,North Somerset,Campus Library,Adult Spoken Word,CHARGE,40,40
2019-12,North Somerset,Campus Library,Child Fiction,LOST,48,240
2019-12,North Somerset,Campus Library,Child Fiction,OVERDUE,28,46.0
2019-12,North Somerset,Campus Library,Child Non Fiction,LOST,5,24
2019-12,North Somerset,Campus Library,Child Non Fiction,OVERDUE,*,*
2019-12,North Somerset,Campus Library,Child Spoken Word,CHARGE,*,*
2019-12,North Somerset,Campus Library,Large Print - Adult Fiction,OVERDUE,33,95.4
2019-12,North Somerset,Campus Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,North Somerset,Campus Library,PG DVD Standard,CHARGE,10,19
2019-12,North Somerset,Campus Library,PG DVD Standard,OVERDUE,*,*
2019-12,North Somerset,Campus Library,U DVD Standard,CHARGE,13,15
2019-12,North Somerset,Campus Library,U DVD Standard,OVERDUE,7,14.6
2019-12,North Somerset,Campus Library,YA / Teen Fiction,LOST,*,*
2019-12,North Somerset,Campus Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,North Somerset,Clevedon Library,12 DVD Standard,CHARGE,11,25
2019-12,North Somerset,Clevedon Library,12 DVD Standard,OVERDUE,*,*
2019-12,North Somerset,Clevedon Library,15 DVD Standard,CHARGE,13,28
2019-12,North Somerset,Clevedon Library,15 DVD Standard,LOST,*,*
2019-12,North Somerset,Clevedon Library,18 DVD Standard,CHARGE,*,*
2019-12,North Somerset,Clevedon Library,Adult Fiction,LOST,*,*
2019-12,North Somerset,Clevedon Library,Adult Fiction,OVERDUE,92,62.6
2019-12,North Somerset,Clevedon Library,Adult Non Fiction,DAMAGE,*,*
2019-12,North Somerset,Clevedon Library,Adult Non Fiction,LOST,*,*
2019-12,North Somerset,Clevedon Library,Adult Non Fiction,OVERDUE,73,58.4
2019-12,North Somerset,Clevedon Library,Adult Spoken Word,CHARGE,51,51
2019-12,North Somerset,Clevedon Library,Adult Spoken Word,OVERDUE,*,*
2019-12,North Somerset,Clevedon Library,Child Fiction,LOST,34,170
2019-12,North Somerset,Clevedon Library,Child Fiction,OVERDUE,54,43.8
2019-12,North Somerset,Clevedon Library,Child Non Fiction,LOST,*,*
2019-12,North Somerset,Clevedon Library,Child Non Fiction,OVERDUE,13,11.0
2019-12,North Somerset,Clevedon Library,Child Spoken Word,CHARGE,5,5
2019-12,North Somerset,Clevedon Library,Child Spoken Word,LOST,*,*
2019-12,North Somerset,Clevedon Library,Classification Exempt,CHARGE,*,*
2019-12,North Somerset,Clevedon Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,North Somerset,Clevedon Library,Large Print - Children,OVERDUE,*,*
2019-12,North Somerset,Clevedon Library,PG DVD Standard,CHARGE,14,22
2019-12,North Somerset,Clevedon Library,PG DVD Standard,OVERDUE,*,*
2019-12,North Somerset,Clevedon Library,Reading Group Set,OVERDUE,*,*
2019-12,North Somerset,Clevedon Library,U DVD Standard,CHARGE,23,26
2019-12,North Somerset,Clevedon Library,U DVD Standard,OVERDUE,11,3.8
2019-12,North Somerset,Clevedon Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,North Somerset,Congresbury Library,Adult Fiction,LOST,*,*
2019-12,North Somerset,Congresbury Library,Adult Fiction,OVERDUE,9,7.4
2019-12,North Somerset,Congresbury Library,Adult Spoken Word,CHARGE,6,6
2019-12,North Somerset,Congresbury Library,Adult Spoken Word,OVERDUE,*,*
2019-12,North Somerset,Congresbury Library,Child Fiction,LOST,7,35
2019-12,North Somerset,Congresbury Library,Child Fiction,OVERDUE,7,4.4
2019-12,North Somerset,Congresbury Library,Child Non Fiction,LOST,*,*
2019-12,North Somerset,Long Ashton Library,Adult Fiction,OVERDUE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,12 DVD Standard,CHARGE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,12 DVD Standard,OVERDUE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,15 DVD Standard,CHARGE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,15 DVD Standard,OVERDUE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,18 DVD Standard,CHARGE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,Adult Fiction,LOST,*,*
2019-12,North Somerset,N Som Healthy Living Centre,Adult Fiction,OVERDUE,17,15.2
2019-12,North Somerset,N Som Healthy Living Centre,Adult Non Fiction,LOST,*,*
2019-12,North Somerset,N Som Healthy Living Centre,Adult Non Fiction,OVERDUE,6,13.6
2019-12,North Somerset,N Som Healthy Living Centre,Adult Spoken Word,CHARGE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,Adult Spoken Word,OVERDUE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,Child Fiction,LOST,10,50
2019-12,North Somerset,N Som Healthy Living Centre,Child Non Fiction,LOST,9,45
2019-12,North Somerset,N Som Healthy Living Centre,Child Non Fiction,OVERDUE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,Child Spoken Word,LOST,*,*
2019-12,North Somerset,N Som Healthy Living Centre,Large Print - Adult Fiction,LOST,*,*
2019-12,North Somerset,N Som Healthy Living Centre,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,PG DVD Standard,OVERDUE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,U DVD Standard,CHARGE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,U DVD Standard,OVERDUE,*,*
2019-12,North Somerset,N Som Healthy Living Centre,YA / Teen Fiction,OVERDUE,*,*
2019-12,North Somerset,Nailsea Library,12 DVD Standard,CHARGE,23,51
2019-12,North Somerset,Nailsea Library,12 DVD Standard,OVERDUE,*,*
2019-12,North Somerset,Nailsea Library,15 DVD Standard,CHARGE,11,24
2019-12,North Somerset,Nailsea Library,18 DVD Standard,CHARGE,*,*
2019-12,North Somerset,Nailsea Library,Adult Fiction,LOST,*,*
2019-12,North Somerset,Nailsea Library,Adult Fiction,OVERDUE,116,125.6
2019-12,North Somerset,Nailsea Library,Adult Non Fiction,LOST,*,*
2019-12,North Somerset,Nailsea Library,Adult Non Fiction,OVERDUE,83,100.2
2019-12,North Somerset,Nailsea Library,Adult Spoken Word,CHARGE,47,47
2019-12,North Somerset,Nailsea Library,Adult Spoken Word,OVERDUE,*,*
2019-12,North Somerset,Nailsea Library,Boxed Set 12 DVD,CHARGE,*,*
2019-12,North Somerset,Nailsea Library,Boxed Set 15 DVD,CHARGE,*,*
2019-12,North Somerset,Nailsea Library,Boxed Set 18 DVD,CHARGE,*,*
2019-12,North Somerset,Nailsea Library,Child Fiction,LOST,67,335
2019-12,North Somerset,Nailsea Library,Child Fiction,OVERDUE,21,22.8
2019-12,North Somerset,Nailsea Library,Child Non Fiction,LOST,15,75
